Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
22,WA Gross Margin (WAGM),Numeric,6,2.3,,"For ARM pools, the Weighted Average Gross Margin for the loans
in the pool. For an adjustable rate loan, the Gross Margin is the
amount added to the ARM index for the loan to determine the
loan’s interest rate.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
23,WA Loan to Value (LTV),Numeric,3,,,"Weighted Average Loan-to-Value of the original LTV for the loans
in the pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
24,WA Combined Loan to Value (CLTV),Numeric,3,Col4,,Weighted Average Combined Loan-to-Value of the original CLTV for the loans in the pool.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
25,WA Credit Score,Numeric,3,,,"The Weighted Average of the original three-digit credit score for
the loan which was used by the lender in the origination of the
loan.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
26,WA Debt to Income,Numeric,5,1.3,,"The Weighted Average of the debt to income for the loan which
was used by the lender in the origination of the loan.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
27,WA Pre-Modified LAD,Numeric,3,,,"The Weighted Average of the difference in months between the
original (Pre-Modified) first scheduled installment date and the
modified first scheduled installment date, where a loan has been
modified and re-amortized.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
28,WA Pre-Modified OPB,Numeric,16,13.2,,"The Weighted Average value for modified loans of the original
loan size (Pre-Modified OPB) before loan modification.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
29,WA Interest Rate (WAC) at Issuance,Numeric,6,2.3,,"Weighted Average Interest Rate (Coupon) of all loans in the pool
at issuance. Point Forward Field not populated in V1.1",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
30,WA Remaining Months to Maturity (WARM) at Issuance,Numeric,3,,,"Weighted Average Remaining Maturity of all loans in the pool at
issuance. Point Forward Field not populated in V1.1",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
31,WA Loan Age (WALA) at Issuance,Numeric,3,,,"Weighted Average Loan Age (age of loan in months) of all loans
in the pool at issuance. Point Forward Field not populated in V1.1",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
32,WA Original Loan Term (WAOLT) at Issuance,Numeric,3,,,"Weighted Average Original Loan Term (original length of loan in
months) for all loans in the pool at issuance. Point Forward Field
not populated in V1.1",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,PS,,
01,Record Type = TP,Character,2,,,File Trailer Record,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,TP,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,TP,,
03,File Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,TP,,
04,Detail Record Count,Numeric,8,,,"Control total of the total number of records with Record Type =
“PS” in the file.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,TP,,
01,Record Type = HS,Character,2,,,File Header Record,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,HS,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,HS,,
03,Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,HS,,
01,Record Type = 01,Character,2,,,Adjustable Rate Mortgage Record; applies to ARM Pools only.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values are C or M.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
06,Look Back Period,Numeric,2,,,"The two-digit number of days used to establish a specific
point in time for the particular ARM Index that will be used to",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
07,Index Type,Character,5,,,"The type of ARM index being used for the ARM loan. Values
are:
CMT = Constant Maturity Treasury
LIBOR = London Interbank Offered Rate",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
08,Security Interest Rate at Issuance,Numeric,6,2.3,,The interest rate of the Security at issuance.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
09,Security Margin,Numeric,5,1.3,,"The amount added to the ARM index to determine the
Security Interest Rate.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
10,Prospective Interest Rate,Numeric,6,2.3,,"The next Interest rate for the ARM Pool, if applicable.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
11,Next Interest Adjustment Date,Date,8,YYYYMMDD,,"The date of the next Interest Rate Adjustment for the ARM
Pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
12,Prior Interest Adjustment Date,Date,8,YYYYMMDD,,"The date of the current Interest Rate Adjustment for the ARM
Pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
13,Next Payment Adjustment Date,Date,8,YYYYMMDD,,The date of the next Payment Adjustment for the ARM Pool.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
14,Months To Adjust,Numeric,3,,,"The number of months remaining until the Next Adjustment
Date.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
15,WA Gross Margin (WAGM),Numeric,6,2.3,,"For ARM Pools, the Weighted Average Gross Margin of the
loans in the pool. For an adjustable rate loan, the Gross
Margin is the amount added to the ARM index for the loan to
determine the loan’s interest rate.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
16,Maximum Mortgage Margin,Numeric,6,2.3,,"The maximum Mortgage Margin of the loans in the ARM
pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
17,Minimum Mortgage Margin,Numeric,6,2.3,,The minimum Mortgage Margin of the loans in the ARM pool.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
18,Initial Interest Rate Cap,Numeric,1,,,"The maximum interest rate change (+ or -) in an ARM pool for
the initial interest rate change. Values are 1 or 2.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
19,Subsequent Interest Rate Cap,Numeric,1,,,"The maximum interest rate change (+ or -) in an ARM pool for
each of the annual rate changes following the initial period.
The cap is constant for each annual change and is applied to
the current interest rate (not the initial interest rate).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
20,Lifetime Interest Rate Cap,Numeric,1,Col4,,The maximum interest rate change (+ or -) in an ARM pool over the life of the pool.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
21,Lifetime Interest Rate Ceiling,Numeric,6,2.3,,"The maximum interest rate that the ARM pool can have for
the life of the pool. This is a constant value and does not
change over the life of the pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
22,Next Interest Rate Ceiling,Numeric,6,2.3,,"The maximum interest rate that the ARM pool can have for
each interest rate change. This field will have the initial rate
change ceiling during the initial period. After this and during
each annual change period, this field will have the ceiling for
each respective annual change.
The value in this field can change for each adjustment period.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
23,Lifetime Interest Rate Floor,Numeric,6,2.3,,"The minimum interest rate that the ARM pool can have for
the life of the pool. This is a constant value and does not
change over the life of the pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,01,,
01,Record Type = 02,Character,2,,,"Issuer-Level Pool Detail Record for each Issuer in the Multiple
Issuer Pool (MIP)",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
02,CUSIP Number,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
04,Pool Indicator = M,Character,1,,,"Identifies the Issue Type of the pool. Value is always M
(always M for Record Type 02 Multi Issuer Pools )",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
06,Issuer Number,Numeric,4,,,"A four-digit number which identifies the Issuer participating in
the Multiple Issuer Pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
07,Issuer Name,Character,40,,,"The name of the Issuer participating in the Multiple Issuer
Pool.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
08,Number of Loans in Pool,Numeric,6,,,"The total number of loans in the Multiple Issuer Pool for the
Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
09,% of Loans in Pool,Numeric,6,3.2,,"The percentage of the number of loans in the Multiple Issuer
Pool for the Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
10,Pool UPB,Numeric,16,13.2,,"The sum of the actual Unpaid Principal Balances in the
Multiple Issuer Pool for the Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
11,% of UPB in Pool,Numeric,6,3.2,,"The percentage of the Unpaid Principal Balance in the Multiple
Issuer Pool for the Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
12,WA Original Loan Size,Numeric,16,13.2,,"Weighted Average of the Original Loan Size (principal amount
of the loan) of the loans in the Multiple Issuer Pool for the
Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
13,WA Interest Rate (WAC),Numeric,6,2.3,,Weighted Average Interest Rate (Coupon) of loans in the Multiple Issuer Pool for the Issuer. This is the gross WA Interest Rate (not the Security Rate).,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
14,WA Remaining Months to Maturity (WARM),Numeric,3,,,"Weighted Average Remaining Maturity (remaining months to
pay off the loans) for the loans in the Multiple Issuer Pool for
the Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
15,WA Loan Age (WALA),Numeric,3,,,"Weighted Average Loan Age (age of loans in months from the
first scheduled payment date) for the loans in the Multiple
Issuer Pool for the Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
16,WA Original Loan Term (WAOLT),Numeric,3,,,"Weighted Average Original Loan Term (original term of loans
in months) for the loans in the Multiple Issuer Pool for the
Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
17,WA Gross Margin (WAGM),Numeric,6,2.3,,"For ARM pools, the Weighted Average Gross Margin for the
loans in the Multiple Issuer Pool for the Issuer. For an
adjustable rate loan, the Gross Margin is the amount added to
the ARM index for the loan to determine the loan’s interest
rate.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
18,WA Loan to Value (LTV),Numeric,3,,,"Weighted Average Loan-to-Value of the original LTV for the
loans in the Multiple Issuer Pool for the Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
19,WA Combined Loan to Value (CLTV),Numeric,3,,,"Weighted Average Combined Loan-to-Value of the original
CLTV for the loans in the Multiple Issuer Pool for the Issuer.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
20,WA Credit Score,Numeric,3,,,"The Weighted Average of the original three-digit credit score
for the loan in the Multiple Issuer Pool for the Issuer (which
was used by the lender in the origination of the loan).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
21,WA Debt to Income,Numeric,5,1.3,,"The Weighted Average of the debt to income for the loan in
the Multiple Issuer Pool for the Issuer (which was used by the
lender in the origination of the loan).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
22,WA Pre-Modified LAD,Numeric,3,,,"The Weighted Average of the difference in months between
the original (Pre-Modified) first scheduled installment date
and the modified first scheduled installment date, where a
loan has been modified and re-amortized.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
23,WA Pre-Modified OPB,Numeric,16,13.2,,"The Weighted Average value for modified loans of the original
loan size (Pre-Modified OPB) before loan modification.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,02,,
01,Record Type = 03,Character,2,,,Pool Transfer Record,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
04,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C, or M.
Transfers in M pools are aggregated by selling/buying Issuers.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
06,Pool Issue Date,Date,8,YYYYMMDD,,The issue date of the pool.,nimonSFPS_MBS SF MONTHLY NEW ISSUES - POOL_SECURITY Layout V1.2.4 (Mar 2022 - Dec 2022).pdf,2022-03-01,2022-12-01,03,,
