Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
08,Pool Maturity Date,Date,8,YYYYMMDD,,"The date on which the final payment for the Security is
scheduled to be paid.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
09,Issuer Number,Numeric,4,,,"A four-digit number which identifies the Issuer responsible
for the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
10,Issuer Name,Character,40,,,The name of the Issuer currently responsible for the pool.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
11,Original Aggregate Amount,Numeric,16,13.2,,"The aggregate principal amount (UPB at issuance) of the
participations in the pool at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
12,Pool Unpaid Principal Balance,Numeric,16,13.2,,"Sum of the UPB amounts of the active participations in the
pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
13,Security RPB,Numeric,16,13.2,,The remaining principal balance for the Security.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
14,RPB Factor,Numeric,10,1.8,,"The decimal value of the Security’s Remaining Principal
Balance divided by the Original Aggregate Amount. The
factor is 1 at issuance, and zero in the period of final
payment.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
15,Number of Participations in pool.,Numeric,5,,,The current total number of participations in the pool.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
16,Number of Participations with Payments this Period,Numeric,5,,,"Count of the Participations which had a full or partial
payment this period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
17,Unpaid Principal Balance of Participations with Payments,Numeric,14,11.2,,"The sum of the ending Participation UPB values of the
Participations which had payments this period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
18,Percent of UPB Paid Off,Numeric,6,3.2,,"The total Pool Payments amount divided by the sum of total
Pool Payments amount and the total ending Pool UPB
amount.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
19,Average Original Participation Size (AOPS),Numeric,9,6.2,,"Simple average of the participation Original Principal Balance (OPB) values, for all the current participations in the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
20,Current Period Average Balance,Numeric,14,11.2,,"Average Participation Size. The sum of the participation
UPBs divided by the number of participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
21,Original Security Interest Rate (WAC),Numeric,6,2.3,,"The interest rate of the Ginnie Mae Security when it was
issued.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
22,Current Security Interest Rate (WAC),Numeric,6,2.3,,"The interest rate of the Ginnie Mae Security. This is the rate
in effect for the report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
23,Prospective Security Interest Rate,Numeric,6,2.3,,"The prospective WAC of the pool. This is the rate that will be
in effect for the next report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
24,Ratio: Pool Outstanding Balance to Max Claim Amount of HECM Loans,Numeric,6,3.2,,"The total ending Pool UPB amount divided by the sum of the
Max Claim Amount of the HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
25,Ratio: Pool Outstanding Balance to Principal Limit of HECM Loans,Numeric,6,3.2,,"The total ending Pool UPB amount divided by the sum of the
Principal Limit of the HECM loans",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
26,WA Loan Age (WALA) of the Participations,Numeric,3,9(3),,"The average Loan age (based on HECM Loan Origination
date) for all the participations in a pool, weighted by the UPB
of each participation that is in the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,Int64,Int64
27,WA Expected Mortgage Interest Rate,Numeric,6,2.3,,"Weighted Average of Expected Average Mortgage Interest
Rate for each loan represented by a participation in the pool.
The Expected Average Mortgage Interest Rate is the original
expected average mortgage interest.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
28,WA Servicing Fee Set Aside,Numeric,14,11.2,,"Weighted Average of Servicing Fee Set Aside Amount for
each loan represented by a participation in the pool. The
Servicing Fee Set Aside Amount is an amount initially set
aside from the Principal Limit as reported by the issuer",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
29,WA Original Funding Age,Numeric,3,9(3),,"Weighted Average of Original Funding Age for each loan
represented by a participation in the pool. The Original
Funding Age for each loan is calculated based on the HECM
Original Funding Date value and the Reporting Period of the
data. The Original Funding Date is the date the loan was first
funded.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,Int64,Int64
30,WA Property Valuation Amount,Numeric,14,11.2,,"Weighted Average of Property Valuation Amount for each
loan represented by a participation in the pool. The Property",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
31,WA Original Term of Payments,Numeric,3,9(3),,"Weighted Average of Original Term of Payments for each
loan represented by a participation in the pool. The Original
Term of Payments is the original number of monthly
payments on a term or modified term loan, as of the
Origination Date",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,Int64,Int64
32,WA Property Charges Set Aside,Numeric,14,11.2,,"Weighted Average of Property Charges Set Aside Amount
for each loan represented by a participation in the pool. The
Property Charges Set Aside Amount is an amount that a
borrower sets aside at closing to cover property charges such
as taxes, insurance, ground rents, homeowner’s association
fees, as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
33,WA Property Repair Set Aside,Numeric,14,11.2,,"Weighted Average of Property Repair Set Aside Amount for
each loan represented by a participation in the pool. The
Property Repair Set Aside Amount is an amount that a
borrower sets aside at closing to cover property repairs, as
reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
34,WA Original Available Line of Credit,Numeric,14,11.2,,"Weighted Average of Original Line of Credit Amount for
each loan represented by a participation in the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
35,WA Original Draw Amount,Numeric,14,11.2,,"Weighted Average of Original Draw Amount for each loan
represented by a participation in the pool. The Original Draw
Amount is the original amount drawn on a line of credit loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
36,WA Mortgage Margin,Numeric,6,2.3,,"Weighted Average of Mortgage Margin for each loan
represented by a participation in the pool. The Mortgage
Margin is the percentage points added to the index rate to
determine an ARM's interest rate.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
37,WA Lifetime Floor Rate,Numeric,6,2.3,,"Weighted Average of Lifetime Floor Rate for each loan
represented by a participation in the pool. The Lifetime
Floor Rate is the minimum interest rate that can be applied
during the loan term.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
38,WA Remaining Available Line of Credit,Numeric,14,11.2,,"Weighted Average of Remaining Line of Credit Amount for
each loan represented by a participation in the pool. The
Remaining Line of Credit reflects the remaining cash
available to the borrower (net of any tenure or term set asides",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
39,WA Monthly Scheduled Payment,Numeric,14,11.2,,"Weighted Average of Monthly Scheduled Payment for each
loan represented by a participation in the pool. The Monthly
Scheduled Payment is the scheduled amount that is payable
to the borrower on a monthly basis.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
40,WA Remaining Term of Payments,Numeric,3,9(3),,"Weighted Average of Remaining Term of Payments for each
loan represented by a participation in the pool. The
Remaining Term of Payments is the remaining number of
monthly payments on a term or modified term loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,Int64,Int64
41,WA Credit Line Set Aside,Numeric,14,11.2,,"Weighted Average of Credit Line Set Aside Amount for each
loan represented by a participation in the pool. The Credit
Line Set Aside Amount is the specified amount set aside at
Pool Issue Date for a line of credit.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
42,WA Lifetime Interest Rate Change Cap,Numeric,2,9(2),,"Weighted Average of Lifetime Interest Rate Change Cap for
each loan represented by a participation in the pool. The
Lifetime Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “5” for 1-Year
adjusting loans; this field is required only for annual
adjusting loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,Int64,Int64
43,WA Annual Interest Rate Change Cap,Numeric,2,9(2),,"Weighted Average of Annual Interest Rate Change Cap for
each loan represented by a participation in the pool. The
Annual Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “2” for 1-Year
adjusting loans; this field is required only for annual
adjusting loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,Int64,Int64
44,WA Maximum Interest Rate,Numeric,6,2.3,,"Weighted Average of Maximum Interest Rate for each loan
represented by a participation in the pool. The Maximum
Interest Rate is the maximum interest rate on the note. This
field is required only for monthly adjusting loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
45,WA Eligible Non- borrowing Spouse Age,Numeric,3,9(3),,"Weighted Average of the Eligible Non-borrowing Spouse
Age(s) for each loan represented by a participation in the
pool. There are up to 3 eligible non-borrowing spouses that
can be associated with each loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,Int64,Int64
46,WA Initial Remaining Available Line of Credit,Numeric,14,11.2,,"Weighted Average of the aggregate line of credit available
during the first twelve-month disbursement period to",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
47,WA Initial Monthly Scheduled Payment Amount,Numeric,14,11.2,,"Weighted Average of the aggregate monthly amount that is
payable to HECM borrowers in a given month under certain
types of payment plans during the first twelve-month
disbursement period, for each loan represented by a
participation in the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,PS,,
01,Record Type = TP,Character,2,,,File Trailer Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TP,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TP,,
03,File Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TP,,
04,Detail Record Count,Numeric,8,,,"Control total of the total number of records with Record Type =
“PS” in the file.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TP,,
01,Record Type = HS,Character,2,,,File Header Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,HS,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,HS,,
03,Create Date,Date,8,"YYYYMM
DD",,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,HS,,
01,Record Type = 01,Character,2,,,Quartiles Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
06,Quartiles,Character,1,,,"Values are:
4 = Maximum (100%) Quartile
3 = 75th Percentage Quartile",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
07,Participation Original Principal Balance (OPB),Numeric,9,6.2,,"The principal balance of the Participation when it was
originated.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
08,Participation UPB,Numeric,9,6.2,,The current principal balance of the Participation.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
09,Participation Original Interest Rate,Numeric,6,2.3,,"The interest rate of the HMBS Participation when it was
issued.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
10,Participation Current Interest Rate,Numeric,6,2.3,,"The interest rate of the HMBS Participation. This is the rate in
effect for the report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
11,Participation Prospective Interest Rate,Numeric,6,2.3,,"The prospective HMBS Participation interest rate. This is the
rate that will be in effect for the next report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
12,HECM Loan Age,Numeric,3,9(3),,"This is the age of the loan associated with a participation in
months from the loan issuance date to the current reporting
period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,Int64,Int64
13,Ratio: Participation UPB/HECM Loan Maximum Claim Amount,Numeric,6,3.2,,"The current Participation UPB divided by the associated
HECM Loan’s Maximum Claim Amount.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
14,Expected Average Mortgage Interest Rate,Numeric,6,2.3,,"The Expected Average Mortgage Interest Rate is the original
expected average mortgage interest. It is fixed throughout the
life of the loan and is used to determine payments to the
borrower.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
15,Servicing Fee Set Aside,Numeric,14,11.2,,"The Servicing Fee Set Aside Amount is an amount initially set
aside from the Principal Limit as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
16,Original Funding Age,Numeric,3,9(3),,"The Original Funding Age for each loan is calculated based on
the HECM Original Funding Date value and the Reporting
Period of the data. The Original Funding Date is the date the
loan was first funded.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,Int64,Int64
17,Property Valuation Amount,Numeric,14,11.2,,"The Property Valuation Amount is as reported by the issuer at
pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
18,Original Term of Payments,Numeric,3,9(3),,"The Original Term of Payments is the original number of
monthly payments on a term or modified term loan, as of the
Origination Date.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,Int64,Int64
19,Property Charges Set Aside Amount,Numeric,14,11.2,,"The Property Charges Set Aside Amount is an amount that a
borrower sets aside at closing to cover property charges such
as taxes, insurance, ground rents, homeowner’s association
fees, as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
20,Property Repair Set Aside Amount,Numeric,14,11.2,,"The Property Repair Set Aside Amount is an amount that a borrower sets aside at closing to cover property repairs, as reported by the issuer.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
21,Original Available Line of Credit,Numeric,14,11.2,,The original available line of credit amount for the loan.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
22,Original Draw Amount,Numeric,14,11.2,,"The Original Draw Amount is the original amount drawn on a
line of credit loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
23,Mortgage Margin,Numeric,6,2.3,,"The Mortgage Margin is the percentage points added to the
index rate to determine an ARM's interest rate. The margin is
reported by the issuer at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
24,Lifetime Floor Rate,Numeric,6,2.3,,"The Lifetime Floor Rate is the minimum interest rate that can
be applied during the loan term.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
25,Remaining Available Line of Credit,Numeric,14,11.2,,"The Remaining Line of Credit reflects the remaining cash
available to the borrower (net of any tenure or term set asides
as well as any tax, maintenance, insurance or servicing set
asides.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
26,Monthly Scheduled Payment Amount,Numeric,14,11.2,,"The Monthly Scheduled Payment is the scheduled amount that
is payable to the borrower on a monthly basis.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
27,Remaining Term of Payments,Numeric,3,9(3),,"The Remaining Term of Payments is the remaining number of
monthly payments on a term or modified term loan.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,Int64,Int64
28,Credit Line Set Aside Amount,Numeric,14,11.2,,"The Credit Line Set Aside Amount is the specified amount set
aside at Pool Issue Date for a line of credit.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
29,Lifetime Interest Rate Change Cap,Numeric,2,9(2),,"The Lifetime Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “5” for 1-Year
adjusting loans; this field is required only for annual adjusting
loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,Int64,Int64
30,Annual Interest Rate Change Cap,Numeric,2,9(2),,"The Annual Interest Rate Change Cap limits the interest rate
increase over the life of the loan. The value is “2” for 1-Year
adjusting loans; this field is required only for annual adjusting
loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,Int64,Int64
31,Maximum Interest Rate,Numeric,6,2.3,,"The Maximum Interest Rate is the maximum interest rate on
the note. This field is required only for monthly adjusting
loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,,
32,Eligible Non-borrowing Spouse Age,Numeric,3,9(3),,"There are up to 3 eligible non-borrowing spouses that can be
associated with each loan. The age is computed using the
Eligible Non-borrowing Spouse’s date of birth and the current
reporting period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,01,Int64,Int64
